id,state,district,mandal,name,latitude,longitude,soil_type,major_crops
nimmanapalle,Andhra Pradesh,Chittoor,Madanapalle,Nimmanapalle,13.55,78.50,Red loamy soil,Tomato|Groundnut|Paddy
